Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
COVID-19,shortness of breath,fever,tired,,,,,,,,,,,,,,
Flu,body ache,high fever,cough,chills,,,,,,,,,,,,,
Diabetes,blurry vision,increased thirst,slow healing,,,,,,,,,,,,,,
Asthma,wheezing,coughing,shortness of breath,trouble breathing,chest tightness,,,,,,,,,,,,
Flu,tired,cough,body ache,,,,,,,,,,,,,,
COVID-19,loss of taste,tired,shortness of breath,,,,,,,,,,,,,,
Food Poisoning,stomach pain,vomiting,weakness,,,,,,,,,,,,,,
Common Cold,mild fever,cough,runny nose,sore throat,sneezing,,,,,,,,,,,,
Depression,lack of focus,loss of interest,trouble sleeping,,,,,,,,,,,,,,
Food Poisoning,diarrhea,weakness,nausea,vomiting,stomach pain,,,,,,,,,,,,
Allergy,coughing,sneezing,itchy eyes,rash,runny nose,,,,,,,,,,,,
Asthma,coughing,chest tightness,trouble breathing,,,,,,,,,,,,,,
Diabetes,slow healing,tired,frequent urination,,,,,,,,,,,,,,
Flu,high fever,tired,cough,body ache,,,,,,,,,,,,,
Allergy,coughing,runny nose,rash,,,,,,,,,,,,,,
Flu,high fever,body ache,cough,chills,tired,,,,,,,,,,,,
Migraine,light sensitivity,blurred vision,headache,,,,,,,,,,,,,,
Common Cold,runny nose,sneezing,mild fever,cough,,,,,,,,,,,,,
Migraine,blurred vision,nausea,headache,dizziness,light sensitivity,,,,,,,,,,,,
Diabetes,frequent urination,tired,blurry vision,slow healing,increased thirst,,,,,,,,,,,,
Asthma,wheezing,coughing,trouble breathing,,,,,,,,,,,,,,
Asthma,wheezing,chest tightness,coughing,trouble breathing,,,,,,,,,,,,,
Allergy,coughing,sneezing,rash,itchy eyes,,,,,,,,,,,,,
Common Cold,cough,mild fever,runny nose,,,,,,,,,,,,,,
Depression,tired,trouble sleeping,loss of interest,,,,,,,,,,,,,,
Diabetes,tired,slow healing,increased thirst,,,,,,,,,,,,,,
Asthma,wheezing,trouble breathing,coughing,chest tightness,,,,,,,,,,,,,
Diabetes,frequent urination,tired,blurry vision,,,,,,,,,,,,,,
Migraine,light sensitivity,blurred vision,headache,nausea,dizziness,,,,,,,,,,,,
COVID-19,dry cough,loss of taste,shortness of breath,fever,,,,,,,,,,,,,
Depression,sadness,tired,lack of focus,trouble sleeping,loss of interest,,,,,,,,,,,,
Common Cold,mild fever,cough,runny nose,sore throat,,,,,,,,,,,,,
Asthma,shortness of breath,chest tightness,wheezing,,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,blurred vision,headache,nausea,,,,,,,,,,,,
Hypertension,chest pain,dizziness,shortness of breath,,,,,,,,,,,,,,
Food Poisoning,vomiting,diarrhea,nausea,stomach pain,,,,,,,,,,,,,
Allergy,rash,itchy eyes,sneezing,coughing,runny nose,,,,,,,,,,,,
Flu,tired,high fever,chills,,,,,,,,,,,,,,
Hypertension,headache,dizziness,blurred vision,shortness of breath,,,,,,,,,,,,,
Hypertension,dizziness,headache,shortness of breath,blurred vision,chest pain,,,,,,,,,,,,
Food Poisoning,vomiting,nausea,diarrhea,,,,,,,,,,,,,,
Hypertension,headache,chest pain,blurred vision,shortness of breath,dizziness,,,,,,,,,,,,
Diabetes,slow healing,blurry vision,frequent urination,,,,,,,,,,,,,,
Migraine,dizziness,blurred vision,headache,light sensitivity,nausea,,,,,,,,,,,,
Food Poisoning,weakness,diarrhea,vomiting,nausea,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,shortness of breath,wheezing,chest tightness,,,,,,,,,,,,
Food Poisoning,weakness,vomiting,nausea,diarrhea,stomach pain,,,,,,,,,,,,
Migraine,dizziness,headache,nausea,,,,,,,,,,,,,,
Migraine,nausea,light sensitivity,headache,,,,,,,,,,,,,,
Hypertension,headache,shortness of breath,dizziness,blurred vision,chest pain,,,,,,,,,,,,
Migraine,dizziness,headache,nausea,blurred vision,,,,,,,,,,,,,
Hypertension,shortness of breath,headache,chest pain,,,,,,,,,,,,,,
Asthma,trouble breathing,chest tightness,shortness of breath,wheezing,,,,,,,,,,,,,
Hypertension,shortness of breath,dizziness,headache,,,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,loss of interest,tired,,,,,,,,,,,,,
Asthma,chest tightness,trouble breathing,wheezing,,,,,,,,,,,,,,
Flu,body ache,tired,high fever,,,,,,,,,,,,,,
Asthma,wheezing,coughing,shortness of breath,trouble breathing,chest tightness,,,,,,,,,,,,
Migraine,light sensitivity,headache,blurred vision,,,,,,,,,,,,,,
Diabetes,frequent urination,increased thirst,tired,,,,,,,,,,,,,,
Allergy,rash,itchy eyes,coughing,sneezing,runny nose,,,,,,,,,,,,
Migraine,headache,dizziness,nausea,light sensitivity,blurred vision,,,,,,,,,,,,
Migraine,nausea,headache,dizziness,,,,,,,,,,,,,,
Food Poisoning,stomach pain,vomiting,weakness,nausea,diarrhea,,,,,,,,,,,,
Allergy,coughing,sneezing,itchy eyes,,,,,,,,,,,,,,
Migraine,headache,dizziness,blurred vision,nausea,,,,,,,,,,,,,
Hypertension,blurred vision,dizziness,shortness of breath,chest pain,headache,,,,,,,,,,,,
Flu,cough,high fever,body ache,chills,,,,,,,,,,,,,
Food Poisoning,vomiting,weakness,nausea,,,,,,,,,,,,,,
Flu,body ache,cough,high fever,chills,tired,,,,,,,,,,,,
COVID-19,tired,fever,dry cough,,,,,,,,,,,,,,
Food Poisoning,nausea,vomiting,diarrhea,weakness,stomach pain,,,,,,,,,,,,
Depression,loss of interest,tired,sadness,trouble sleeping,,,,,,,,,,,,,
Food Poisoning,weakness,vomiting,diarrhea,stomach pain,,,,,,,,,,,,,
Diabetes,tired,increased thirst,blurry vision,,,,,,,,,,,,,,
Asthma,chest tightness,shortness of breath,wheezing,coughing,trouble breathing,,,,,,,,,,,,
Depression,tired,trouble sleeping,loss of interest,,,,,,,,,,,,,,
Migraine,headache,light sensitivity,nausea,,,,,,,,,,,,,,
Diabetes,slow healing,frequent urination,increased thirst,,,,,,,,,,,,,,
Diabetes,increased thirst,blurry vision,frequent urination,slow healing,,,,,,,,,,,,,
COVID-19,shortness of breath,loss of taste,fever,,,,,,,,,,,,,,
COVID-19,dry cough,fever,loss of taste,,,,,,,,,,,,,,
Asthma,coughing,trouble breathing,shortness of breath,chest tightness,wheezing,,,,,,,,,,,,
Food Poisoning,weakness,vomiting,nausea,,,,,,,,,,,,,,
Migraine,blurred vision,headache,light sensitivity,dizziness,nausea,,,,,,,,,,,,
Hypertension,dizziness,blurred vision,chest pain,,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,wheezing,shortness of breath,chest tightness,,,,,,,,,,,,
Food Poisoning,vomiting,weakness,nausea,stomach pain,diarrhea,,,,,,,,,,,,
Common Cold,sneezing,sore throat,mild fever,,,,,,,,,,,,,,
Flu,tired,high fever,cough,,,,,,,,,,,,,,
COVID-19,fever,dry cough,shortness of breath,loss of taste,,,,,,,,,,,,,
COVID-19,fever,shortness of breath,loss of taste,tired,,,,,,,,,,,,,
Asthma,shortness of breath,coughing,wheezing,,,,,,,,,,,,,,
Allergy,sneezing,runny nose,rash,coughing,,,,,,,,,,,,,
Hypertension,blurred vision,shortness of breath,dizziness,chest pain,headache,,,,,,,,,,,,
Hypertension,chest pain,shortness of breath,blurred vision,,,,,,,,,,,,,,
Depression,sadness,loss of interest,lack of focus,trouble sleeping,tired,,,,,,,,,,,,
COVID-19,fever,dry cough,loss of taste,,,,,,,,,,,,,,
Hypertension,shortness of breath,blurred vision,chest pain,,,,,,,,,,,,,,
Flu,cough,high fever,body ache,tired,chills,,,,,,,,,,,,
Hypertension,shortness of breath,chest pain,dizziness,blurred vision,headache,,,,,,,,,,,,
Flu,tired,body ache,cough,chills,high fever,,,,,,,,,,,,
Diabetes,frequent urination,slow healing,increased thirst,,,,,,,,,,,,,,
COVID-19,loss of taste,fever,tired,dry cough,,,,,,,,,,,,,
Diabetes,tired,blurry vision,increased thirst,slow healing,frequent urination,,,,,,,,,,,,
Hypertension,chest pain,shortness of breath,headache,blurred vision,,,,,,,,,,,,,
Depression,trouble sleeping,tired,sadness,loss of interest,lack of focus,,,,,,,,,,,,
COVID-19,dry cough,tired,shortness of breath,fever,loss of taste,,,,,,,,,,,,
COVID-19,tired,loss of taste,dry cough,shortness of breath,fever,,,,,,,,,,,,
Flu,cough,high fever,body ache,chills,,,,,,,,,,,,,
Flu,cough,tired,chills,high fever,,,,,,,,,,,,,
Food Poisoning,weakness,vomiting,stomach pain,nausea,,,,,,,,,,,,,
Allergy,rash,coughing,runny nose,itchy eyes,,,,,,,,,,,,,
Flu,high fever,tired,cough,chills,,,,,,,,,,,,,
COVID-19,dry cough,shortness of breath,fever,loss of taste,,,,,,,,,,,,,
Asthma,trouble breathing,chest tightness,shortness of breath,wheezing,,,,,,,,,,,,,
COVID-19,dry cough,tired,fever,loss of taste,,,,,,,,,,,,,
Hypertension,headache,chest pain,dizziness,blurred vision,,,,,,,,,,,,,
Common Cold,runny nose,sneezing,sore throat,,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,nausea,,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sneezing,sore throat,,,,,,,,,,,,,
Allergy,runny nose,sneezing,rash,,,,,,,,,,,,,,
Asthma,shortness of breath,trouble breathing,coughing,chest tightness,,,,,,,,,,,,,
Allergy,rash,runny nose,coughing,itchy eyes,,,,,,,,,,,,,
COVID-19,shortness of breath,dry cough,loss of taste,,,,,,,,,,,,,,
Food Poisoning,nausea,diarrhea,stomach pain,weakness,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,shortness of breath,,,,,,,,,,,,,,
Allergy,sneezing,coughing,itchy eyes,runny nose,rash,,,,,,,,,,,,
Depression,trouble sleeping,lack of focus,sadness,tired,loss of interest,,,,,,,,,,,,
Asthma,wheezing,trouble breathing,coughing,,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,cough,sore throat,,,,,,,,,,,,,
COVID-19,fever,loss of taste,dry cough,tired,shortness of breath,,,,,,,,,,,,
Allergy,itchy eyes,sneezing,rash,runny nose,coughing,,,,,,,,,,,,
Asthma,coughing,shortness of breath,trouble breathing,,,,,,,,,,,,,,
Diabetes,frequent urination,increased thirst,slow healing,,,,,,,,,,,,,,
Common Cold,mild fever,sneezing,sore throat,runny nose,cough,,,,,,,,,,,,
Common Cold,sore throat,runny nose,mild fever,sneezing,,,,,,,,,,,,,
COVID-19,fever,shortness of breath,loss of taste,tired,dry cough,,,,,,,,,,,,
Allergy,coughing,runny nose,rash,,,,,,,,,,,,,,
Flu,cough,body ache,tired,,,,,,,,,,,,,,
Allergy,runny nose,itchy eyes,sneezing,,,,,,,,,,,,,,
Depression,tired,loss of interest,lack of focus,,,,,,,,,,,,,,
Diabetes,increased thirst,slow healing,blurry vision,tired,frequent urination,,,,,,,,,,,,
COVID-19,dry cough,tired,loss of taste,fever,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,cough,sneezing,,,,,,,,,,,,,
Common Cold,mild fever,sneezing,sore throat,,,,,,,,,,,,,,
Allergy,coughing,itchy eyes,rash,runny nose,sneezing,,,,,,,,,,,,
Asthma,trouble breathing,shortness of breath,coughing,chest tightness,,,,,,,,,,,,,
COVID-19,shortness of breath,tired,fever,dry cough,,,,,,,,,,,,,
Hypertension,shortness of breath,chest pain,blurred vision,,,,,,,,,,,,,,
Allergy,sneezing,coughing,itchy eyes,rash,,,,,,,,,,,,,
Migraine,headache,blurred vision,dizziness,,,,,,,,,,,,,,
Hypertension,headache,shortness of breath,chest pain,,,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,sadness,,,,,,,,,,,,,,
Diabetes,slow healing,frequent urination,blurry vision,,,,,,,,,,,,,,
Depression,trouble sleeping,tired,sadness,lack of focus,,,,,,,,,,,,,
Asthma,shortness of breath,trouble breathing,wheezing,,,,,,,,,,,,,,
Depression,tired,trouble sleeping,sadness,loss of interest,,,,,,,,,,,,,
Asthma,chest tightness,shortness of breath,wheezing,coughing,trouble breathing,,,,,,,,,,,,
Hypertension,shortness of breath,blurred vision,dizziness,headache,,,,,,,,,,,,,
Asthma,wheezing,shortness of breath,trouble breathing,,,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sneezing,,,,,,,,,,,,,,
Flu,body ache,chills,cough,tired,,,,,,,,,,,,,
Allergy,sneezing,runny nose,itchy eyes,coughing,,,,,,,,,,,,,
Hypertension,shortness of breath,dizziness,blurred vision,headache,chest pain,,,,,,,,,,,,
Allergy,rash,sneezing,itchy eyes,,,,,,,,,,,,,,
Depression,tired,trouble sleeping,sadness,loss of interest,lack of focus,,,,,,,,,,,,
Migraine,dizziness,blurred vision,headache,,,,,,,,,,,,,,
Diabetes,blurry vision,increased thirst,slow healing,,,,,,,,,,,,,,
Common Cold,runny nose,sore throat,sneezing,mild fever,cough,,,,,,,,,,,,
Flu,body ache,tired,high fever,,,,,,,,,,,,,,
Migraine,nausea,light sensitivity,dizziness,headache,blurred vision,,,,,,,,,,,,
Common Cold,mild fever,sore throat,runny nose,cough,sneezing,,,,,,,,,,,,
Migraine,nausea,headache,light sensitivity,blurred vision,,,,,,,,,,,,,
Depression,sadness,tired,trouble sleeping,,,,,,,,,,,,,,
Diabetes,blurry vision,frequent urination,increased thirst,slow healing,,,,,,,,,,,,,
COVID-19,dry cough,shortness of breath,loss of taste,fever,tired,,,,,,,,,,,,
Food Poisoning,nausea,weakness,vomiting,,,,,,,,,,,,,,
COVID-19,tired,loss of taste,fever,dry cough,shortness of breath,,,,,,,,,,,,
Food Poisoning,diarrhea,stomach pain,nausea,vomiting,weakness,,,,,,,,,,,,
Allergy,itchy eyes,coughing,rash,sneezing,,,,,,,,,,,,,
Migraine,dizziness,light sensitivity,headache,nausea,blurred vision,,,,,,,,,,,,
Flu,chills,cough,high fever,tired,body ache,,,,,,,,,,,,
Diabetes,slow healing,increased thirst,blurry vision,tired,frequent urination,,,,,,,,,,,,
COVID-19,tired,fever,shortness of breath,dry cough,loss of taste,,,,,,,,,,,,
Allergy,rash,runny nose,sneezing,itchy eyes,,,,,,,,,,,,,
Diabetes,tired,blurry vision,increased thirst,,,,,,,,,,,,,,
Food Poisoning,diarrhea,vomiting,weakness,stomach pain,nausea,,,,,,,,,,,,
Common Cold,runny nose,sore throat,sneezing,cough,,,,,,,,,,,,,
COVID-19,loss of taste,dry cough,fever,,,,,,,,,,,,,,
Flu,high fever,body ache,cough,tired,chills,,,,,,,,,,,,
Asthma,trouble breathing,shortness of breath,chest tightness,wheezing,coughing,,,,,,,,,,,,
Food Poisoning,stomach pain,diarrhea,vomiting,weakness,nausea,,,,,,,,,,,,
Food Poisoning,nausea,vomiting,stomach pain,diarrhea,weakness,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sore throat,sneezing,,,,,,,,,,,,,
Asthma,trouble breathing,wheezing,shortness of breath,coughing,chest tightness,,,,,,,,,,,,
Diabetes,tired,increased thirst,blurry vision,,,,,,,,,,,,,,
Common Cold,sneezing,sore throat,cough,,,,,,,,,,,,,,
Flu,body ache,cough,tired,high fever,,,,,,,,,,,,,
Allergy,rash,coughing,sneezing,,,,,,,,,,,,,,
Depression,loss of interest,lack of focus,trouble sleeping,,,,,,,,,,,,,,
COVID-19,shortness of breath,loss of taste,dry cough,fever,tired,,,,,,,,,,,,
Flu,high fever,body ache,tired,cough,chills,,,,,,,,,,,,
COVID-19,tired,dry cough,shortness of breath,loss of taste,,,,,,,,,,,,,
Food Poisoning,vomiting,nausea,stomach pain,,,,,,,,,,,,,,
Migraine,blurred vision,nausea,light sensitivity,headache,,,,,,,,,,,,,
Depression,lack of focus,tired,trouble sleeping,sadness,,,,,,,,,,,,,
Allergy,sneezing,coughing,rash,,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,cough,sneezing,,,,,,,,,,,,,
Depression,trouble sleeping,sadness,tired,lack of focus,,,,,,,,,,,,,
Asthma,coughing,chest tightness,shortness of breath,,,,,,,,,,,,,,
COVID-19,dry cough,shortness of breath,fever,,,,,,,,,,,,,,
COVID-19,dry cough,tired,fever,loss of taste,,,,,,,,,,,,,
Food Poisoning,stomach pain,diarrhea,weakness,nausea,,,,,,,,,,,,,
Depression,lack of focus,tired,sadness,trouble sleeping,,,,,,,,,,,,,
Food Poisoning,stomach pain,vomiting,nausea,diarrhea,weakness,,,,,,,,,,,,
Allergy,sneezing,rash,runny nose,,,,,,,,,,,,,,
Flu,tired,high fever,chills,body ache,,,,,,,,,,,,,
Hypertension,dizziness,headache,chest pain,shortness of breath,,,,,,,,,,,,,
Asthma,chest tightness,shortness of breath,trouble breathing,wheezing,coughing,,,,,,,,,,,,
Asthma,coughing,wheezing,chest tightness,,,,,,,,,,,,,,
Common Cold,cough,sore throat,sneezing,mild fever,,,,,,,,,,,,,
COVID-19,fever,loss of taste,shortness of breath,dry cough,,,,,,,,,,,,,
Asthma,chest tightness,shortness of breath,coughing,,,,,,,,,,,,,,
Flu,cough,body ache,chills,,,,,,,,,,,,,,
Depression,tired,loss of interest,lack of focus,trouble sleeping,sadness,,,,,,,,,,,,
COVID-19,tired,fever,shortness of breath,dry cough,loss of taste,,,,,,,,,,,,
Hypertension,shortness of breath,dizziness,blurred vision,,,,,,,,,,,,,,
Migraine,dizziness,nausea,light sensitivity,headache,,,,,,,,,,,,,
Migraine,nausea,light sensitivity,headache,dizziness,,,,,,,,,,,,,
Depression,loss of interest,tired,sadness,lack of focus,trouble sleeping,,,,,,,,,,,,
Depression,tired,loss of interest,sadness,lack of focus,trouble sleeping,,,,,,,,,,,,
Food Poisoning,nausea,weakness,stomach pain,,,,,,,,,,,,,,
Flu,cough,body ache,chills,high fever,,,,,,,,,,,,,
COVID-19,fever,dry cough,loss of taste,shortness of breath,,,,,,,,,,,,,
Asthma,shortness of breath,coughing,trouble breathing,wheezing,chest tightness,,,,,,,,,,,,
COVID-19,dry cough,loss of taste,shortness of breath,,,,,,,,,,,,,,
Diabetes,slow healing,tired,increased thirst,frequent urination,,,,,,,,,,,,,
Diabetes,frequent urination,increased thirst,tired,,,,,,,,,,,,,,
Common Cold,sneezing,mild fever,runny nose,sore throat,cough,,,,,,,,,,,,
Hypertension,dizziness,shortness of breath,blurred vision,chest pain,headache,,,,,,,,,,,,
Flu,body ache,cough,chills,,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,blurred vision,nausea,,,,,,,,,,,,,
Hypertension,shortness of breath,dizziness,headache,,,,,,,,,,,,,,
COVID-19,loss of taste,shortness of breath,dry cough,,,,,,,,,,,,,,
Common Cold,sore throat,runny nose,mild fever,,,,,,,,,,,,,,
Hypertension,shortness of breath,headache,dizziness,chest pain,,,,,,,,,,,,,
Common Cold,runny nose,sore throat,mild fever,sneezing,cough,,,,,,,,,,,,
COVID-19,loss of taste,tired,fever,shortness of breath,,,,,,,,,,,,,
Migraine,dizziness,blurred vision,nausea,headache,light sensitivity,,,,,,,,,,,,
Diabetes,frequent urination,increased thirst,blurry vision,slow healing,,,,,,,,,,,,,
Diabetes,frequent urination,increased thirst,blurry vision,slow healing,tired,,,,,,,,,,,,
Depression,trouble sleeping,lack of focus,sadness,tired,,,,,,,,,,,,,
Diabetes,blurry vision,increased thirst,slow healing,,,,,,,,,,,,,,
Flu,tired,chills,body ache,high fever,cough,,,,,,,,,,,,
Migraine,nausea,dizziness,blurred vision,,,,,,,,,,,,,,
Food Poisoning,vomiting,diarrhea,nausea,stomach pain,weakness,,,,,,,,,,,,
Migraine,dizziness,light sensitivity,nausea,,,,,,,,,,,,,,
Common Cold,cough,sore throat,mild fever,,,,,,,,,,,,,,
Asthma,shortness of breath,chest tightness,coughing,,,,,,,,,,,,,,
Diabetes,increased thirst,tired,frequent urination,,,,,,,,,,,,,,
Allergy,coughing,sneezing,runny nose,,,,,,,,,,,,,,
Common Cold,runny nose,sneezing,mild fever,cough,,,,,,,,,,,,,
Food Poisoning,nausea,vomiting,weakness,,,,,,,,,,,,,,
Asthma,shortness of breath,chest tightness,wheezing,coughing,,,,,,,,,,,,,
Hypertension,shortness of breath,dizziness,headache,chest pain,,,,,,,,,,,,,
Flu,chills,body ache,high fever,tired,cough,,,,,,,,,,,,
Flu,body ache,high fever,tired,,,,,,,,,,,,,,
Depression,trouble sleeping,loss of interest,sadness,lack of focus,tired,,,,,,,,,,,,
Flu,cough,chills,body ache,tired,,,,,,,,,,,,,
Depression,trouble sleeping,loss of interest,sadness,lack of focus,tired,,,,,,,,,,,,
Food Poisoning,nausea,diarrhea,vomiting,weakness,stomach pain,,,,,,,,,,,,
Asthma,shortness of breath,trouble breathing,coughing,wheezing,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,runny nose,sneezing,,,,,,,,,,,,,
Allergy,runny nose,rash,coughing,,,,,,,,,,,,,,
Diabetes,frequent urination,blurry vision,increased thirst,slow healing,,,,,,,,,,,,,
Diabetes,slow healing,blurry vision,tired,increased thirst,frequent urination,,,,,,,,,,,,
Food Poisoning,nausea,diarrhea,weakness,stomach pain,,,,,,,,,,,,,
Migraine,nausea,headache,dizziness,blurred vision,light sensitivity,,,,,,,,,,,,
COVID-19,loss of taste,shortness of breath,fever,dry cough,,,,,,,,,,,,,
Hypertension,chest pain,shortness of breath,dizziness,headache,blurred vision,,,,,,,,,,,,
Migraine,dizziness,blurred vision,nausea,headache,,,,,,,,,,,,,
Depression,loss of interest,sadness,trouble sleeping,tired,lack of focus,,,,,,,,,,,,
Asthma,shortness of breath,trouble breathing,wheezing,,,,,,,,,,,,,,
Diabetes,increased thirst,tired,frequent urination,,,,,,,,,,,,,,
Hypertension,chest pain,dizziness,shortness of breath,headache,blurred vision,,,,,,,,,,,,
Common Cold,sneezing,sore throat,cough,mild fever,runny nose,,,,,,,,,,,,
Flu,cough,chills,tired,body ache,high fever,,,,,,,,,,,,
Common Cold,mild fever,sneezing,cough,sore throat,runny nose,,,,,,,,,,,,
Asthma,wheezing,coughing,chest tightness,trouble breathing,,,,,,,,,,,,,
Allergy,itchy eyes,coughing,runny nose,,,,,,,,,,,,,,
Diabetes,tired,slow healing,blurry vision,increased thirst,frequent urination,,,,,,,,,,,,
Common Cold,cough,runny nose,sneezing,,,,,,,,,,,,,,
Depression,trouble sleeping,lack of focus,loss of interest,,,,,,,,,,,,,,
Diabetes,tired,frequent urination,blurry vision,slow healing,,,,,,,,,,,,,
COVID-19,loss of taste,tired,dry cough,fever,shortness of breath,,,,,,,,,,,,
COVID-19,shortness of breath,fever,tired,loss of taste,dry cough,,,,,,,,,,,,
Migraine,dizziness,headache,nausea,light sensitivity,blurred vision,,,,,,,,,,,,
Allergy,rash,coughing,sneezing,itchy eyes,runny nose,,,,,,,,,,,,
Migraine,light sensitivity,nausea,blurred vision,,,,,,,,,,,,,,
COVID-19,tired,dry cough,shortness of breath,loss of taste,fever,,,,,,,,,,,,
Food Poisoning,vomiting,weakness,diarrhea,stomach pain,nausea,,,,,,,,,,,,
Allergy,coughing,runny nose,itchy eyes,rash,sneezing,,,,,,,,,,,,
Diabetes,slow healing,increased thirst,tired,blurry vision,frequent urination,,,,,,,,,,,,
Common Cold,sneezing,sore throat,cough,,,,,,,,,,,,,,
Allergy,itchy eyes,rash,coughing,,,,,,,,,,,,,,
Depression,trouble sleeping,tired,sadness,,,,,,,,,,,,,,
Depression,sadness,loss of interest,tired,lack of focus,,,,,,,,,,,,,
COVID-19,dry cough,fever,tired,loss of taste,shortness of breath,,,,,,,,,,,,
Food Poisoning,nausea,stomach pain,vomiting,diarrhea,,,,,,,,,,,,,
Asthma,wheezing,coughing,chest tightness,,,,,,,,,,,,,,
Common Cold,runny nose,cough,mild fever,sneezing,,,,,,,,,,,,,
Depression,sadness,trouble sleeping,loss of interest,tired,lack of focus,,,,,,,,,,,,
Flu,cough,tired,chills,high fever,,,,,,,,,,,,,
Hypertension,blurred vision,chest pain,headache,shortness of breath,dizziness,,,,,,,,,,,,
Diabetes,frequent urination,slow healing,tired,,,,,,,,,,,,,,
Food Poisoning,stomach pain,nausea,diarrhea,,,,,,,,,,,,,,
Migraine,light sensitivity,dizziness,nausea,blurred vision,,,,,,,,,,,,,
COVID-19,shortness of breath,dry cough,fever,,,,,,,,,,,,,,
Allergy,sneezing,runny nose,coughing,itchy eyes,rash,,,,,,,,,,,,
Flu,high fever,chills,body ache,tired,cough,,,,,,,,,,,,
Food Poisoning,stomach pain,nausea,weakness,vomiting,diarrhea,,,,,,,,,,,,
Allergy,runny nose,sneezing,itchy eyes,coughing,rash,,,,,,,,,,,,
Allergy,sneezing,coughing,itchy eyes,rash,runny nose,,,,,,,,,,,,
Common Cold,mild fever,runny nose,sore throat,sneezing,cough,,,,,,,,,,,,
Asthma,wheezing,coughing,shortness of breath,chest tightness,trouble breathing,,,,,,,,,,,,
COVID-19,fever,shortness of breath,dry cough,,,,,,,,,,,,,,
Depression,tired,lack of focus,trouble sleeping,loss of interest,,,,,,,,,,,,,
Common Cold,sneezing,runny nose,sore throat,cough,mild fever,,,,,,,,,,,,
Flu,tired,chills,cough,,,,,,,,,,,,,,
Common Cold,cough,mild fever,sneezing,,,,,,,,,,,,,,
Allergy,itchy eyes,sneezing,coughing,rash,,,,,,,,,,,,,
Depression,lack of focus,trouble sleeping,sadness,,,,,,,,,,,,,,
Hypertension,blurred vision,shortness of breath,dizziness,,,,,,,,,,,,,,
Asthma,trouble breathing,shortness of breath,chest tightness,wheezing,coughing,,,,,,,,,,,,
Depression,lack of focus,sadness,trouble sleeping,tired,loss of interest,,,,,,,,,,,,
Diabetes,slow healing,frequent urination,tired,increased thirst,blurry vision,,,,,,,,,,,,
Common Cold,sneezing,runny nose,sore throat,mild fever,cough,,,,,,,,,,,,
Allergy,itchy eyes,coughing,sneezing,rash,,,,,,,,,,,,,
Migraine,nausea,dizziness,blurred vision,headache,,,,,,,,,,,,,
Allergy,coughing,runny nose,sneezing,,,,,,,,,,,,,,
Food Poisoning,diarrhea,weakness,nausea,,,,,,,,,,,,,,
Diabetes,blurry vision,increased thirst,tired,frequent urination,,,,,,,,,,,,,
Allergy,itchy eyes,coughing,rash,runny nose,sneezing,,,,,,,,,,,,
Flu,chills,body ache,high fever,,,,,,,,,,,,,,
Common Cold,sore throat,mild fever,cough,sneezing,runny nose,,,,,,,,,,,,
Depression,tired,trouble sleeping,sadness,loss of interest,lack of focus,,,,,,,,,,,,
Migraine,nausea,headache,dizziness,,,,,,,,,,,,,,
Hypertension,dizziness,shortness of breath,blurred vision,,,,,,,,,,,,,,
Asthma,trouble breathing,coughing,wheezing,chest tightness,shortness of breath,,,,,,,,,,,,
Hypertension,blurred vision,dizziness,shortness of breath,,,,,,,,,,,,,,
Migraine,blurred vision,light sensitivity,nausea,,,,,,,,,,,,,,
Common Cold,sneezing,sore throat,mild fever,cough,,,,,,,,,,,,,
Hypertension,dizziness,blurred vision,chest pain,headache,shortness of breath,,,,,,,,,,,,
Migraine,dizziness,blurred vision,light sensitivity,headache,nausea,,,,,,,,,,,,
Allergy,coughing,itchy eyes,rash,,,,,,,,,,,,,,
COVID-19,shortness of breath,fever,loss of taste,tired,,,,,,,,,,,,,
Diabetes,increased thirst,frequent urination,blurry vision,slow healing,,,,,,,,,,,,,
Depression,lack of focus,loss of interest,tired,sadness,,,,,,,,,,,,,
Allergy,rash,itchy eyes,coughing,,,,,,,,,,,,,,
COVID-19,dry cough,tired,loss of taste,shortness of breath,fever,,,,,,,,,,,,
Asthma,chest tightness,shortness of breath,coughing,trouble breathing,wheezing,,,,,,,,,,,,
Food Poisoning,vomiting,nausea,stomach pain,weakness,diarrhea,,,,,,,,,,,,
